DateTime;UnitId;Port;Value
2015-03-10 10:16:27;14120026;Connection;1
2015-03-10 10:17:01;357566040005687;Connection;0
2015-03-10 10:18:21;357566040005687;Connection;1
2015-03-10 10:19:52;357566040005687;Connection;0
2015-03-10 10:20:34;357566040005687;Connection;1
2015-03-10 10:24:08;357566040005687;Connection;0
2015-03-10 10:24:45;357566040005687;Connection;1
2015-03-10 10:25:44;14120026;Connection;0
2015-03-10 10:25:44;14120026;Connection;1
2015-03-10 10:27:50;14120026;Connection;0
2015-03-10 10:27:50;14120026;Connection;1
2015-03-10 10:34:32;14100015;Connection;1
2015-03-10 10:38:50;357566000058072;Connection;0
2015-03-10 10:39:26;357566000058072;Connection;1
2015-03-10 10:51:00;357566040005661;Connection;0
2015-03-10 10:51:35;357566040005661;Connection;1
2015-03-10 10:53:08;357566040005661;Connection;0
2015-03-10 10:53:44;357566040005661;Connection;1
2015-03-10 10:57:10;14120026;Connection;0
2015-03-10 10:57:11;14120026;Connection;1
2015-03-10 11:10:25;14120037;Connection;1
2015-03-10 11:13:04;14100064;Connection;1
2015-03-10 11:15:02;14100015;Connection;0
2015-03-10 11:26:42;14120037;Connection;0
2015-03-10 11:26:42;14120037;Connection;1
2015-03-10 11:39:01;357566040005661;Connection;0
2015-03-10 11:40:19;357566040005661;Connection;1
2015-03-10 11:44:01;357566040005661;Connection;0
2015-03-10 11:44:38;357566040005661;Connection;1
2015-03-10 11:46:53;357566040005661;Connection;0
2015-03-10 11:47:29;357566040005661;Connection;1
2015-03-10 11:53:11;14120037;Connection;0
2015-03-10 11:57:57;14010206;Connection;1
2015-03-10 12:01:58;357566040005661;Connection;0
2015-03-10 12:02:32;357566040005661;Connection;1
2015-03-10 12:12:35;14010206;Connection;0
2015-03-10 12:12:44;14010206;Connection;1
2015-03-10 12:14:24;14120026;Connection;0
2015-03-10 12:15:17;14010206;Connection;0
2015-03-10 12:15:20;14010206;Connection;1
2015-03-10 12:16:16;357566040005661;Connection;0
2015-03-10 12:18:19;357566040005661;Connection;1
2015-03-10 12:19:39;14120026;Connection;1
2015-03-10 12:19:48;14120026;Connection;0
2015-03-10 12:19:58;14120026;Connection;1
2015-03-10 12:20:35;357566040005661;Connection;0
2015-03-10 12:22:46;14010206;Connection;0
2015-03-10 12:22:49;14010206;Connection;1
2015-03-10 12:23:19;357566040005661;Connection;1
2015-03-10 12:28:12;14100064;Connection;0
2015-03-10 12:33:28;357566040005661;Connection;0
2015-03-10 12:34:47;357566040005661;Connection;1
2015-03-10 12:34:52;14010206;Connection;0
2015-03-10 12:34:55;14010206;Connection;1
2015-03-10 12:36:13;14010206;Connection;0
2015-03-10 12:36:16;14010206;Connection;1
2015-03-10 12:36:27;357566000058056;Connection;1
2015-03-10 12:37:05;14010206;Connection;0
2015-03-10 12:37:08;14010206;Connection;1
2015-03-10 12:37:30;15030000;Connection;1
2015-03-10 12:39:51;15030000;Connection;0
2015-03-10 12:40:33;15030000;Connection;1
2015-03-10 12:40:39;357566040005661;Connection;0
2015-03-10 12:41:40;14010206;Connection;0
2015-03-10 12:41:52;14010206;Connection;1
2015-03-10 12:42:04;357566040005661;Connection;1
2015-03-10 12:42:28;15030000;Connection;0
2015-03-10 12:43:11;15030000;Connection;1
2015-03-10 12:44:11;357566040005661;Connection;0
2015-03-10 12:44:49;357566040005661;Connection;1
2015-03-10 12:45:06;15030000;Connection;0
2015-03-10 12:45:48;15030000;Connection;1
2015-03-10 12:47:08;15030000;Connection;0
2015-03-10 12:49:35;15030001;Connection;1
2015-03-10 12:50:42;15030001;Connection;0
2015-03-10 12:50:50;14010206;Connection;0
2015-03-10 12:50:58;14010206;Connection;1
2015-03-10 12:51:18;14120037;Connection;1
2015-03-10 12:51:44;15030001;Connection;1
2015-03-10 12:52:07;357566040005661;Connection;0
2015-03-10 12:52:33;14010206;Connection;0
2015-03-10 12:52:36;14010206;Connection;1
2015-03-10 12:53:06;15030001;Connection;0
2015-03-10 12:54:52;357566040005661;Connection;1
2015-03-10 12:54:52;14120037;Connection;0
2015-03-10 12:54:55;14120037;Connection;1
2015-03-10 12:55:57;14120037;Connection;0
2015-03-10 12:56:07;14120037;Connection;1
2015-03-10 12:56:24;357566040005661;Connection;0
2015-03-10 13:03:19;14010206;Connection;0
2015-03-10 13:03:22;14010206;Connection;1
2015-03-10 13:04:53;357566040005661;Connection;1
2015-03-10 13:05:35;14010206;Connection;0
2015-03-10 13:05:39;14010206;Connection;1
2015-03-10 13:05:43;357566040005661;Connection;0
2015-03-10 13:06:20;14010206;Connection;0
2015-03-10 13:06:24;14010206;Connection;1
2015-03-10 13:07:02;357566040005661;Connection;1
2015-03-10 13:08:50;14120026;Connection;0
2015-03-10 13:08:58;14120026;Connection;1
2015-03-10 13:09:12;14010206;Connection;0
2015-03-10 13:09:14;14010206;Connection;1
2015-03-10 13:09:54;357566040005661;Connection;0
2015-03-10 13:09:54;357566040005661;Connection;1
2015-03-10 13:12:11;357566040005661;Connection;0
2015-03-10 13:12:46;357566040005661;Connection;1
2015-03-10 13:13:32;14010206;Connection;0
2015-03-10 13:13:37;357566040005661;Connection;0
2015-03-10 13:14:00;14010206;Connection;1
2015-03-10 13:14:09;14120026;Connection;0
2015-03-10 13:14:56;357566040005661;Connection;1
2015-03-10 13:16:13;14120026;Connection;1
2015-03-10 13:17:58;14010206;Connection;0
2015-03-10 13:18:01;14010206;Connection;1
2015-03-10 13:20:39;14010206;Connection;0
2015-03-10 13:21:07;14010206;Connection;1
2015-03-10 13:22:46;14010206;Connection;0
2015-03-10 13:22:51;14010206;Connection;1
2015-03-10 13:23:49;14010206;Connection;0
2015-03-10 13:24:03;14010206;Connection;1
2015-03-10 13:24:23;14010206;Connection;0
2015-03-10 13:25:01;14010206;Connection;1
2015-03-10 13:25:35;14010206;Connection;0
2015-03-10 13:25:39;14010206;Connection;1
2015-03-10 13:26:06;14010206;Connection;0
2015-03-10 13:26:10;14010206;Connection;1
2015-03-10 13:26:31;357566040005661;Connection;0
2015-03-10 13:27:54;357566040005661;Connection;1
2015-03-10 13:28:45;357566040005661;Connection;0
2015-03-10 13:29:16;357566040005661;Connection;1
2015-03-10 13:30:49;357566040005661;Connection;0
2015-03-10 13:30:52;357566040005661;Connection;1
2015-03-10 13:31:43;357566040005661;Connection;0
2015-03-10 13:32:50;357566040005661;Connection;1
2015-03-10 13:33:17;14010206;Connection;0
2015-03-10 13:33:52;14010206;Connection;1
2015-03-10 13:36:33;357566040005661;Connection;0
2015-03-10 13:36:59;14120037;Connection;0
2015-03-10 13:37:09;357566040005661;Connection;1
2015-03-10 13:38:00;14120031;Connection;1
2015-03-10 13:38:58;14100042;Connection;1
2015-03-10 14:00:56;357566040005661;Connection;0
2015-03-10 14:01:31;357566040005661;Connection;1
2015-03-10 14:04:31;357566040005661;Connection;0
2015-03-10 14:08:49;357566040005661;Connection;1
2015-03-10 14:09:40;357566040005661;Connection;0
2015-03-10 14:10:50;357566040005661;Connection;1
2015-03-10 14:14:32;357566040005661;Connection;0
2015-03-10 14:15:51;357566040005661;Connection;1
2015-03-10 14:15:52;14120026;Connection;0
2015-03-10 14:17:24;357566040005661;Connection;0
2015-03-10 14:18:43;357566040005661;Connection;1
2015-03-10 14:19:12;15030001;Connection;1
2015-03-10 14:20:16;357566040005661;Connection;0
2015-03-10 14:25:26;14120031;Connection;0
2015-03-10 14:25:34;14120031;Connection;1
2015-03-10 14:25:56;14120031;Connection;0
2015-03-10 14:26:01;14120031;Connection;1
2015-03-10 14:26:21;14120031;Connection;0
2015-03-10 14:27:28;14120031;Connection;1
2015-03-10 14:27:55;14120031;Connection;0
2015-03-10 14:27:58;14120031;Connection;1
2015-03-10 14:28:02;357566040005661;Connection;1
2015-03-10 14:28:19;14120031;Connection;0
2015-03-10 14:28:43;14120031;Connection;1
2015-03-10 14:28:53;357566040005661;Connection;0
2015-03-10 14:29:21;14010206;Connection;0
2015-03-10 14:29:28;357566040005661;Connection;1
2015-03-10 14:30:19;357566040005661;Connection;0
2015-03-10 14:30:25;14010206;Connection;1
2015-03-10 14:30:28;357566040005661;Connection;1
2015-03-10 14:31:45;357566040005661;Connection;0
2015-03-10 14:33:03;357566040005661;Connection;1
2015-03-10 14:34:42;15030001;Connection;0
2015-03-10 14:35:49;15030000;Connection;1
2015-03-10 14:36:46;357566040005661;Connection;0
2015-03-10 14:37:31;357566040005661;Connection;1
2015-03-10 14:38:22;357566040005661;Connection;0
2015-03-10 14:39:30;357566040005661;Connection;1
2015-03-10 14:40:09;14120026;Connection;1
2015-03-10 14:41:04;357566040005661;Connection;0
2015-03-10 14:41:27;14120031;Connection;0
2015-03-10 14:41:39;357566040005661;Connection;1
2015-03-10 14:42:29;357566040005661;Connection;0
2015-03-10 14:42:46;14120031;Connection;1
2015-03-10 14:43:10;357566040005661;Connection;1
2015-03-10 14:44:23;14120031;Connection;0
2015-03-10 14:44:35;14010206;Connection;0
2015-03-10 14:44:41;14010206;Connection;1
2015-03-10 14:44:41;357566040005661;Connection;0
2015-03-10 14:45:15;357566040005661;Connection;1
2015-03-10 14:45:32;14120031;Connection;1
2015-03-10 14:46:05;357566040005661;Connection;0
2015-03-10 14:46:29;14120031;Connection;0
2015-03-10 14:47:04;14010206;Connection;0
2015-03-10 14:47:32;14120031;Connection;1
2015-03-10 14:47:50;14010206;Connection;1
2015-03-10 14:49:32;357566040005661;Connection;1
2015-03-10 14:50:39;357566000058056;Connection;0
2015-03-10 14:52:59;14120031;Connection;0
2015-03-10 14:54:50;357566000058056;Connection;1
2015-03-10 14:55:40;357566000058056;Connection;0
2015-03-10 14:55:55;14120031;Connection;1
2015-03-10 14:59:50;357566000058056;Connection;1
2015-03-10 15:00:25;357566040005661;Connection;0
2015-03-10 15:00:41;357566000058056;Connection;0
2015-03-10 15:01:43;357566040005661;Connection;1
2015-03-10 15:01:46;15030000;Connection;0
2015-03-10 15:02:42;357566000058056;Connection;1
2015-03-10 15:03:17;357566040005661;Connection;0
2015-03-10 15:03:33;357566000058056;Connection;0
2015-03-10 15:03:54;357566040005661;Connection;1
2015-03-10 15:04:41;15030000;Connection;1
2015-03-10 15:04:52;15030000;Connection;0
2015-03-10 15:04:55;15030000;Connection;1
2015-03-10 15:05:27;357566040005661;Connection;0
2015-03-10 15:05:34;357566000058056;Connection;1
2015-03-10 15:06:01;357566040005661;Connection;1
2015-03-10 15:06:25;357566000058056;Connection;0
2015-03-10 15:07:54;15030000;Connection;0
2015-03-10 15:08:01;357566040005687;Connection;0
2015-03-10 15:08:26;357566000058056;Connection;1
2015-03-10 15:08:40;357566040005687;Connection;1
2015-03-10 15:09:17;357566000058056;Connection;0
2015-03-10 15:12:35;357566040005661;Connection;0
2015-03-10 15:14:37;357566040005661;Connection;1
2015-03-10 15:15:36;357566000058056;Connection;1
2015-03-10 15:16:27;357566000058056;Connection;0
2015-03-10 15:18:29;357566000058056;Connection;1
2015-03-10 15:19:04;357566040024266;Connection;0
2015-03-10 15:19:19;357566000058056;Connection;0
2015-03-10 15:19:58;14120026;Connection;0
2015-03-10 15:19:58;14120026;Connection;1
2015-03-10 15:21:20;357566000058056;Connection;1
2015-03-10 15:22:10;357566000058056;Connection;0
2015-03-10 15:24:04;357566040005661;Connection;0
2015-03-10 15:24:12;357566000058056;Connection;1
2015-03-10 15:24:39;357566040005661;Connection;1
2015-03-10 15:25:03;357566000058056;Connection;0
2015-03-10 15:25:26;15030000;Connection;1
2015-03-10 15:25:27;15030001;Connection;1
2015-03-10 15:25:30;357566040005661;Connection;0
2015-03-10 15:25:35;15030001;Connection;0
2015-03-10 15:25:37;15030001;Connection;1
2015-03-10 15:25:40;357566040005661;Connection;1
2015-03-10 15:27:04;357566000058056;Connection;1
2015-03-10 15:27:39;357566040005661;Connection;0
2015-03-10 15:27:56;357566000058056;Connection;0
2015-03-10 15:28:14;357566040005661;Connection;1
2015-03-10 15:32:23;357566040005687;Connection;0
2015-03-10 15:32:59;357566040005687;Connection;1
2015-03-10 15:36:23;357566000058056;Connection;1
2015-03-10 15:37:14;357566000058056;Connection;0
2015-03-10 15:45:42;357566000058056;Connection;1
2015-03-10 15:46:33;357566000058056;Connection;0
2015-03-10 15:48:35;357566000058056;Connection;1
2015-03-10 15:48:54;14010206;Connection;0
2015-03-10 15:49:02;14010206;Connection;1
2015-03-10 15:49:25;357566000058056;Connection;0
2015-03-10 15:51:26;357566000058056;Connection;1
2015-03-10 15:52:16;357566000058056;Connection;0
2015-03-10 15:54:18;357566000058056;Connection;1
2015-03-10 15:55:09;357566000058056;Connection;0
2015-03-10 16:00:45;357566000058056;Connection;1
2015-03-10 16:01:36;357566000058056;Connection;0
2015-03-10 16:03:29;357566000058072;Connection;0
2015-03-10 16:04:48;357566000058072;Connection;1
2015-03-10 16:07:04;14100042;Connection;0
2015-03-10 16:07:04;14100042;Connection;1
2015-03-10 16:07:48;357566000058072;Connection;0
2015-03-10 16:08:23;357566000058072;Connection;1
2015-03-10 16:09:21;357566000058056;Connection;1
2015-03-10 16:10:12;357566000058056;Connection;0
2015-03-10 16:10:15;14100015;Connection;1
2015-03-10 16:12:13;357566000058056;Connection;1
2015-03-10 16:12:49;357566000058072;Connection;0
2015-03-10 16:12:53;357566000058072;Connection;1
2015-03-10 16:13:03;357566000058056;Connection;0
2015-03-10 16:14:58;357566000058072;Connection;0
2015-03-10 16:15:33;357566000058072;Connection;1
2015-03-10 16:20:00;357566000058072;Connection;0
2015-03-10 16:20:34;357566000058072;Connection;1
2015-03-10 16:22:58;357566000058056;Connection;1
2015-03-10 16:23:49;357566000058056;Connection;0
2015-03-10 16:24:59;15030001;Connection;0
2015-03-10 16:24:59;15030000;Connection;0
2015-03-10 16:25:50;357566000058056;Connection;1
2015-03-10 16:26:41;357566000058056;Connection;0
2015-03-10 16:28:42;357566000058056;Connection;1
2015-03-10 16:29:33;357566000058056;Connection;0
2015-03-10 16:30:01;357566000058072;Connection;0
2015-03-10 16:30:36;357566000058072;Connection;1
2015-03-10 16:31:34;357566000058056;Connection;1
2015-03-10 16:31:49;14100015;Connection;0
2015-03-10 16:32:25;357566000058056;Connection;0
2015-03-10 16:32:53;357566000058072;Connection;0
2015-03-10 16:33:28;357566000058072;Connection;1
2015-03-10 16:34:26;357566000058056;Connection;1
2015-03-10 16:35:16;357566000058056;Connection;0
2015-03-10 16:36:28;357566000058072;Connection;0
2015-03-10 16:37:03;357566000058072;Connection;1
2015-03-10 16:37:39;357566040005687;Connection;0
2015-03-10 16:37:54;357566000058072;Connection;0
2015-03-10 16:38:12;357566040005687;Connection;1
2015-03-10 16:38:29;357566000058072;Connection;1
2015-03-10 16:38:32;14120031;Connection;0
2015-03-10 16:38:35;14120031;Connection;1
2015-03-10 16:42:12;357566000058072;Connection;0
2015-03-10 16:42:47;357566000058072;Connection;1
2015-03-10 16:42:55;357566000058106;Connection;0
2015-03-10 16:43:39;357566000058106;Connection;1
2015-03-10 16:44:17;14100042;Connection;0
2015-03-10 16:48:55;357566000058056;Connection;1
2015-03-10 16:51:10;14120026;Connection;0
2015-03-10 17:18:27;14100064;Connection;1
2015-03-10 17:18:28;14010206;Connection;0
2015-03-10 17:18:31;14010206;Connection;1
2015-03-10 17:26:12;14010206;Connection;0
2015-03-10 17:26:16;14120027;Connection;1
2015-03-10 17:26:18;14100071;Connection;1
2015-03-10 17:27:45;357566000058056;Connection;0
2015-03-10 17:28:13;357566040005620;Connection;0
2015-03-10 17:28:21;357566000058056;Connection;1
2015-03-10 17:28:49;357566040005620;Connection;1
2015-03-10 17:28:53;14010206;Connection;1
2015-03-10 17:29:10;14120027;Connection;0
2015-03-10 17:29:15;14120027;Connection;1
2015-03-10 17:29:36;14120027;Connection;0
2015-03-10 17:29:40;14120027;Connection;1
2015-03-10 17:29:56;357566040005687;Connection;0
2015-03-10 17:30:31;14010206;Connection;0
2015-03-10 17:30:33;14010206;Connection;1
2015-03-10 17:32:52;14010206;Connection;0
2015-03-10 17:32:58;14010206;Connection;1
2015-03-10 17:33:06;357566040005661;Connection;0
2015-03-10 17:37:45;14010206;Connection;0
2015-03-10 17:41:36;14120027;Connection;0
2015-03-10 17:41:39;14120027;Connection;1
2015-03-10 17:54:01;357566040005620;Connection;0
2015-03-10 17:54:37;357566040005620;Connection;1
2015-03-10 17:58:43;14100064;Connection;0
2015-03-10 18:05:06;14120027;Connection;0
2015-03-10 18:06:57;14100064;Connection;1
2015-03-10 18:12:14;357566000058056;Connection;0
2015-03-10 18:13:32;357566000058056;Connection;1
2015-03-10 18:26:00;14100071;Connection;0
2015-03-10 18:31:26;14100064;Connection;0
2015-03-10 18:51:11;357566040005620;Connection;0
2015-03-10 20:15:09;14100015;Connection;1
2015-03-10 20:38:10;14100015;Connection;0
2015-03-10 22:08:47;357566000058072;Connection;0
2015-03-10 22:09:12;357566040024266;Connection;1
2015-03-10 22:30:30;357566000058106;Connection;0
2015-03-10 22:31:05;357566000058106;Connection;1
2015-03-10 22:38:55;357566000058056;Connection;0
2015-03-10 22:40:13;357566000058056;Connection;1
2015-03-10 22:48:44;357566000058114;Connection;0
2015-03-10 22:49:50;357566000058106;Connection;0
2015-03-10 22:50:26;357566000058106;Connection;1
2015-03-10 23:14:46;357566000058056;Connection;0
2015-03-10 23:15:22;357566000058056;Connection;1
2015-03-10 23:43:07;357566000058114;Connection;1
2015-03-10 23:45:16;357566000058114;Connection;0
2015-03-10 23:56:45;357566040024266;Connection;0
2015-03-11 05:14:27;357566040005661;Connection;1
2015-03-11 05:25:50;357566040005687;Connection;1
2015-03-11 05:25:50;357566040005687;Connection;0
2015-03-11 05:26:33;357566040005687;Connection;1
2015-03-11 05:39:34;357566040005687;Connection;0
2015-03-11 05:40:01;15030001;Connection;1
2015-03-11 05:40:09;357566040005687;Connection;1
2015-03-11 05:40:11;15030000;Connection;1
2015-03-11 05:42:27;357566040005687;Connection;0
2015-03-11 05:43:01;357566040005687;Connection;1
2015-03-11 05:44:35;357566040005687;Connection;0
2015-03-11 05:45:10;357566040005687;Connection;1
2015-03-11 05:55:52;357566040005620;Connection;1
2015-03-11 06:00:43;15030001;Connection;0
2015-03-11 06:00:43;15030000;Connection;0
2015-03-11 06:00:57;15030001;Connection;1
2015-03-11 06:00:57;15030000;Connection;1
2015-03-11 06:02:42;15030001;Connection;0
2015-03-11 06:02:44;15030001;Connection;1
2015-03-11 06:03:02;15030001;Connection;0
2015-03-11 06:03:04;15030001;Connection;1
2015-03-11 06:03:12;357566040005687;Connection;0
2015-03-11 06:03:17;15030001;Connection;0
2015-03-11 06:03:48;357566040005687;Connection;1
2015-03-11 06:04:38;357566040005687;Connection;0
2015-03-11 06:05:14;357566040005687;Connection;1
2015-03-11 06:05:55;15030000;Connection;0
2015-03-11 06:06:05;357566040005687;Connection;0
2015-03-11 06:06:08;357566040005687;Connection;1
2015-03-11 06:08:15;357566040005687;Connection;0
2015-03-11 06:08:49;357566040005687;Connection;1
2015-03-11 06:09:40;357566040005687;Connection;0
2015-03-11 06:10:15;357566040005687;Connection;1
2015-03-11 06:11:06;357566040005687;Connection;0
2015-03-11 06:11:41;357566040005687;Connection;1
2015-03-11 06:13:15;357566040005687;Connection;0
2015-03-11 06:13:50;357566040005687;Connection;1
2015-03-11 06:15:24;357566040005687;Connection;0
2015-03-11 06:15:59;357566040005687;Connection;1
2015-03-11 06:30:05;15030000;Connection;1
2015-03-11 06:30:46;15030000;Connection;0
2015-03-11 06:30:50;15030000;Connection;1
2015-03-11 06:31:53;357566040005687;Connection;0
2015-03-11 06:32:28;357566040005687;Connection;1
2015-03-11 06:32:49;15030001;Connection;1
2015-03-11 06:34:55;15030001;Connection;0
2015-03-11 06:34:55;15030001;Connection;1
2015-03-11 06:36:13;357566040005620;Connection;0
2015-03-11 06:36:49;357566040005620;Connection;1
2015-03-11 07:03:50;14100042;Connection;1
2015-03-11 07:05:50;14120026;Connection;1
2015-03-11 07:05:58;14120026;Connection;0
2015-03-11 07:06:09;14120026;Connection;1
2015-03-11 07:13:39;357566000058072;Connection;1
2015-03-11 07:16:21;357566040005620;Connection;0
2015-03-11 07:16:57;357566040005620;Connection;1
2015-03-11 07:22:18;15030000;Connection;0
2015-03-11 07:22:19;15030001;Connection;0
2015-03-11 07:26:48;14100071;Connection;1
2015-03-11 07:28:31;357566040005687;Connection;0
2015-03-11 07:29:05;357566040005687;Connection;1
2015-03-11 07:39:09;14010206;Connection;1
2015-03-11 07:44:25;14010206;Connection;0
2015-03-11 07:50:16;14120026;Connection;0
2015-03-11 07:50:25;14120026;Connection;1
2015-03-11 07:53:09;14100042;Connection;0
2015-03-11 07:53:14;14120026;Connection;0
2015-03-11 07:54:03;357566000058064;Connection;1
2015-03-11 07:57:16;357566040005661;Connection;0
